record_id,raw_note,normalized_note,has_note,note_template_id,source_frequency,structured_labels,label_source,review_status
157,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",True,NOTE-004,12,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": 7, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""SITE_COUNT""]}",approved_golden_with_context_rule,approved
158,"Quiere propuesta para siete sedes, no para una.","Quiere propuesta para siete sedes, no para una.",True,NOTE-004,12,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": 7, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""SITE_COUNT""]}",approved_golden_with_context_rule,approved
159,"Registro cargado desde base comprada, sin validar.","Registro cargado desde base comprada, sin validar.",True,NOTE-001,18,"{""requirements"": [], ""signals"": [""unvalidated_source""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""validate_first"", ""details"": {""unvalidated_source"": true, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""low"", ""assignment_action"": ""validate_first"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""DATA_CONFIDENCE"", ""UNVALIDATED_SOURCE""]}",approved_golden_with_context_rule,approved
160,"Ya fue cliente en 2023, se retiró por precio.","Ya fue cliente en 2023, se retiró por precio.",True,NOTE-003,12,"{""requirements"": [], ""signals"": [""former_customer"", ""price_sensitive""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": true, ""price_sensitive"": true, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""FORMER_CUSTOMER"", ""PRICE_SENSITIVE""]}",approved_golden_with_context_rule,approved
161,Insistió en hablar con alguien senior.,Insistió en hablar con alguien senior.,True,NOTE-011,7,"{""requirements"": [""seniority_requested""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": true, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""SENIORITY_REQUESTED""]}",approved_golden_with_context_rule,approved
162,"Está comparando tres propuestas, decide este mes.","Está comparando tres propuestas, decide este mes.",True,NOTE-006,11,"{""requirements"": [], ""signals"": [""competitive_process""], ""constraints"": [], ""priority"": ""high"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": true, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""high"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": ""this_month"", ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": 3}, ""needs_review"": false, ""reason_codes"": [""COMPETITIVE_PROCESS"", ""COMPETITOR_COUNT"", ""DECISION_WINDOW"", ""URGENCY""]}",approved_golden_with_context_rule,approved
163,,,False,,0,"{""requirements"": [], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": []}",empty_note_default,not_applicable
164,Solicitó información de eficiencia energética para planta nueva.,Solicitó información de eficiencia energética para planta nueva.,True,NOTE-008,10,"{""requirements"": [""technical_expertise""], ""signals"": [], ""constraints"": [], ""priority"": ""normal"", ""action"": ""continue"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": false, ""requires_manual_review"": false, ""account_complexity"": ""high"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""continue"", ""decision_maker_type"": null, ""technical_expertise"": ""energy_efficiency"", ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""COMPLEX_ACCOUNT"", ""ENERGY_EFFICIENCY""]}",approved_golden_with_context_rule,approved
165,"Posible duplicado, entró por otra fuente.","Posible duplicado, entró por otra fuente.",True,NOTE-015,3,"{""requirements"": [], ""signals"": [""possible_duplicate""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""duplicate_review"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": true, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""duplicate_review"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""POSSIBLE_DUPLICATE""]}",approved_golden_with_context_rule,approved
166,"Posible duplicado, entró por otra fuente.","Posible duplicado, entró por otra fuente.",True,NOTE-015,3,"{""requirements"": [], ""signals"": [""possible_duplicate""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""duplicate_review"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": true, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""duplicate_review"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""POSSIBLE_DUPLICATE""]}",approved_golden_with_context_rule,approved
167,"Posible duplicado, entró por otra fuente.","Posible duplicado, entró por otra fuente.",True,NOTE-015,3,"{""requirements"": [], ""signals"": [""possible_duplicate""], ""constraints"": [], ""priority"": ""normal"", ""action"": ""duplicate_review"", ""details"": {""unvalidated_source"": false, ""former_customer"": false, ""price_sensitive"": false, ""competitive_process"": false, ""existing_contract"": false, ""referral_from_current_account"": false, ""low_interest"": false, ""seniority_requested"": false, ""sector_expertise_requested"": false, ""do_not_contact"": false, ""possible_duplicate"": true, ""requires_manual_review"": false, ""account_complexity"": ""unknown"", ""urgency"": ""normal"", ""preferred_contact_channel"": null, ""data_confidence"": ""medium"", ""assignment_action"": ""duplicate_review"", ""decision_maker_type"": null, ""technical_expertise"": null, ""decision_window"": null, ""contact_after_time"": null, ""site_count"": null, ""competitor_count"": null}, ""needs_review"": false, ""reason_codes"": [""ACTION"", ""POSSIBLE_DUPLICATE""]}",approved_golden_with_context_rule,approved
